"","475550850_475","475550850_550","475550850_850","550660850_550","550660850_660","550660850_850","725","GRVI","NDVI","NDRE","NDI","RTVI"
"W1-193",2525.5,4013,7568,4096,1866,8530.5,24654,0.267995673487581,0.57218398556529,0.0328841401378792,0.557124904739283,3.7200092969578
"W1-194",2834,4671,7534,4667,2103,8462,25802,0.279975606280676,0.530585220356152,0.00945763874045361,0.526486630185593,-9.07663610872038
"W1-195",5113,7059.5,7994.5,6774.5,3845,9021,30148.5,0.184611518044887,0.319299988348193,-0.0279386671102755,0.36929063818525,-31.0940703369467
"W1-196",3907.5,5768.5,8188,5745.5,2861,9253.5,29476,0.238900110118946,0.443515979071413,-0.00331830844506347,0.478914664545422,-17.1674849383334
"W1-197",4735,6188,7998,6055,3155,8629,28668,0.205475714183643,0.310957777928578,-0.0270672678388251,0.403455590132186,-27.9423032372702
"W1-198",3768,5608.5,8387,5557,2765,9382.5,28545,0.238867960683597,0.454413520455961,0.0314689425584337,0.492144345914865,7.06483681439543
"W1-199",5228.5,7205,8955,6869,3807,9904,33207,0.188843324686409,0.363067115567934,-0.022851577437756,0.424035788322007,-32.9020221992426
"W1-200",4101,6107,9412.5,5867.5,3098.5,10166.5,31054.5,0.213753296250002,0.451869797543936,0.0225753069708557,0.482286172736995,-0.368629274502689
"W1-301",6034,7782,8607,7746,4118,9429,37641,0.196196879281302,0.251525986272901,-0.125639558413872,0.416414389067699,-115.032291817633
"W1-302",5389.5,7035,8237,6938.5,3712.5,9224,33084.5,0.202070346351765,0.300253547077776,-0.0717788921375381,0.410726657777634,-65.334156693468
"W1-303",3955,5397,8524,5325,2719,9424,30111,0.235231366811714,0.443780533687089,-0.0219365341109573,0.493814595403158,-30.7641618187734
"W1-304",4698,6244,8040,5999,3085,8810,31900,0.222015038105897,0.378724410577974,-0.0660607131037642,0.4706631507739,-63.0415332190411
"W1-305",3171,4761.5,8149.5,4566.5,2167,8924.5,26297.5,0.257361794419634,0.526572569292176,0.0132118892437578,0.552418444289826,-8.06149181225735
"W1-306",3026,4789,8211,4852,2369,8894,28034,0.247914364633384,0.500051720973251,-0.013462460817891,0.544106437842179,-23.8894361269291
"W1-307",1888,3450,7726,3516,1514,8456,24003,0.285749896880759,0.652595631413822,0.0311714455016921,0.6263447844015,1.78047580911433
"W1-308",4111,6010,8915.5,5872,2999,9919.5,31121.5,0.222444068876324,0.437297097872767,-0.00953492649373491,0.484473780530188,-23.9235044695136
"W1-309",2097,3783,9127,3882,1667,10172,27753,0.294376729126298,0.67245760980708,0.0624977824493082,0.638573964934963,22.6882573294752
"W1-310",2272,3934,9005,4024,1816,10108,26990,0.278039658328415,0.643503459902639,0.0757174782689289,0.606727442138534,33.3186091359448
"W1-311",4004,5856.5,9072,5623.5,2783.5,9951,31610.5,0.244076504773108,0.479970476172836,-0.00839232162756294,0.516208350511226,-24.1122814421137
"W1-312",2287,3973,9033,3926,1696,9903,27032,0.290759043352806,0.651940889897431,0.0644709188134747,0.630873341333575,24.9194027452566
"W1-313",2337.5,3996,9114.5,4029,1794.5,9999,27002.5,0.277359654491584,0.643708827444116,0.0579546758943198,0.627474926847132,18.6224707275942
"W1-314",1889.5,3427,9148,3402.5,1458,10075,25591.5,0.291572149994244,0.705372293748025,0.0946153037246738,0.662707011171391,42.167443793361
"W1-315",1868,3166,7043,3196,1435,7733,20933,0.278876041420447,0.640926512458835,0.0589746854207686,0.60971076612758,16.5886383748016
"W1-316",2919,4203,7049,4197,2119,7737,23806,0.230550959850261,0.48012539235235,0.00154875344227752,0.508431650420076,-11.481990114041
"W1-317",3618,4862,7030,4709,2426,7643,25143,0.227175724454719,0.417194817480874,-0.0303904876229961,0.471042150805565,-28.2641734994791
"W1-318",3402,4523,6739,4412,2329,7347,24070,0.215228807735814,0.414344064124891,-0.0293760673824836,0.473064074245395,-25.6662023067329
"W1-319",2086,3275,6735.5,3258,1503.5,7306.5,20307.5,0.263525974000887,0.598349272495182,0.0419593187441633,0.586625332681667,7.88407869097419
"W1-320",2844,4131.5,7090.5,4112.5,2068,7759.5,24502,0.232413510446413,0.498693780113495,-0.013178343233481,0.542140437963316,-20.6542064453194
"W1-321",2932,4392,6964,4217,2106,7614,25908,0.244243354715676,0.499171260436375,-0.0377242096141711,0.564989067617499,-35.434811288969
"W1-322",3859.5,5472.5,8200,5434.5,2964,9266.5,28705,0.199603072792966,0.425899424726415,0.00124300166363586,0.445383382903276,-14.069590550857
"W1-323",3196.5,4692,7828,4623,2318,8752,26341,0.242062411791608,0.498813222883553,0.0118493457776486,0.510705589460986,-8.45674372582384
"W1-324",3003,4489,7882,4455,2151,8760,25637,0.253338332840341,0.52393869131457,0.0211099401591527,0.532847732447065,-2.71864192257098
"W1-325",3787.5,5281,7495,5317.5,2835,8406,26174.5,0.205956305986321,0.403855617010463,-0.00367754303417916,0.429389321301097,-14.3802686447723
"W1-326",3652,5335,7767,5137,2678,8564,27651,0.216623418823982,0.432537450184101,-0.0217913175417255,0.483751773292497,-28.6456016077453
"W1-327",4166.5,5739,8162.5,5477.5,2871.5,8744,30993.5,0.217831502166748,0.408571916150173,-0.0679643548438182,0.520574723115095,-66.7604132147972
"W1-328",2100,3373,7498,3372,1641,8263,23503,0.244672884637277,0.609170754093272,0.0403916769905086,0.599512334319063,6.66843136471918
"W2-001",3215,4850,7917,4591,2315,8302,29174,0.255256815608473,0.489715643382255,-0.062328458764993,0.575801859892177,-52.9673962263697
"W2-002",3862,4954,7350,4612,2426,7649,28832,0.228381649529631,0.381422839384528,-0.0865171803643879,0.520571329878912,-61.2094082320192
"W2-003",2490,4614,7612,4485,1944,8143,28824,0.317405279949994,0.545429843620524,-0.0793271913198932,0.623495765001342,-61.4838084515569
"W2-004",2966,4949,7707,4669,2194,8336,28499,0.272684008220282,0.509922001025881,-0.0592845612513116,0.583564556670941,-50.7021981227686
"W2-005",11212.5,13240.5,9900.5,8455.5,4452.5,8839.5,53809,0.215533543658519,0.225514320280331,-0.247183919169659,0.50558878322714,-272.282717616885
"W2-006",4937,6679,7490,5994,3077,8053,34721,0.227129383462515,0.309342444822878,-0.165824797547182,0.500421681246348,-124.583927111826
"W2-007",3078,4358,7170,4312,2176,7896,26536,0.242347691710025,0.472799544250644,-0.0536955157936537,0.540477858064433,-42.0479083920741
"W2-008",4972,6296,7462,5765,3166,8068,32063,0.207625512393997,0.330408407204991,-0.109050441316537,0.467048443232826,-80.7384570907698
"W2-009",2850,4244,7384,4101,2084,7909,26181,0.238662853344253,0.502711010529658,-0.0331487446592093,0.561657031492779,-30.744454858104
"W2-010",5149,7072,7913,6067,3202,8419,34146,0.21981390811545,0.333905373522443,-0.132963434423788,0.489923861521973,-102.155737003547
"W2-011",2652.5,4122,7496,4084,1995.5,8077.5,26101.5,0.259478167893778,0.526759743328901,-0.0267355755940875,0.584893595799241,-29.0840442209168
"W2-012",3787.5,5422,7540,5381,2920.5,8346.5,29690,0.204261007057928,0.379726285531233,-0.0686143460281692,0.477163848154536,-55.7320684715085
"W2-013",3250,4933,7667,4754,2368,8415,28915,0.249161544158069,0.464924299571643,-0.0555285955068131,0.540899590212623,-47.7108894879209
"W2-014",3096,4817,7402,4755,2389,8323,28122,0.251939068831487,0.467617972746287,-0.0602217984169138,0.533700927953727,-49.008393650878
"W2-015",2380,4059.5,7499,4157.5,1876,8471,26561,0.294234879100683,0.581192408919375,-0.0303581960435791,0.602068459375769,-32.9945573676833
"W2-016",5104,7027,7628,6358,3519,8500,33536,0.199696879568237,0.316715902257327,-0.136972587639377,0.453119199637767,-107.068307021941
"W2-017",3403.5,5253,7566,4957,2307,8331.5,30020.5,0.27490267891264,0.485416325695802,-0.0826605607995552,0.562975564078045,-65.4161850588561
"W2-018",3407,4664,7596,4556,2367,8447,27189,0.236348617168903,0.469485379608712,-0.0283028396382197,0.524940096616708,-29.9793245023901
"W2-019",3430,5184,7873,5001,2375,8576,30276,0.261491882970247,0.487832359866437,-0.0627940331828386,0.564767875125842,-52.9262556593681
"W2-020",4506,6158,7435,5904,3223,8302,31613,0.204792851097057,0.334042486850526,-0.123025135139342,0.449182818767317,-91.0605546264278
"W2-021",3708,5210,7740,5001,2528.5,8388,29808,0.246621353907515,0.438939509851034,-0.0833468812433705,0.534200832622859,-63.2456093581588
"W2-022",2203,3865.5,7724,3809,1696.5,8470,26340,0.293838164720418,0.605219896460703,-0.00443002600704543,0.61974026003351,-18.283423053327
"W2-023",2178,3753,7599,3760,1755,8393,26831,0.278624728269619,0.594851450746341,-0.0271332147348783,0.620914362496799,-32.2950337131809
"W2-024",3470,5116.5,7394,4885,2438,8170,28374,0.255687826868956,0.453024262407072,-0.0589124937332988,0.537201053881532,-50.091624392739
"W2-025",2584.5,4104,7336.5,4065.5,1973,8105,25455.5,0.263816463547288,0.545752151281163,-0.00854373976264561,0.570860128433271,-19.9236019680035
"W2-026",3273,4734,7347.5,4644,2382,8062,27145,0.246074950458915,0.45637360945775,-0.0451242741252223,0.536648863049375,-39.0792839173938
"W2-027",2720,3986,7338,3946,2035,8006,24711,0.22460665610291,0.504232456412089,0.00622442354690688,0.544739122718458,-11.028667065229
"W2-028",2807,5137,7956,5019,2210,8765,30176,0.305119368373412,0.531910884245435,-0.0623080248189139,0.593022108483839,-56.9214023229436
"W2-029",3019,4608.5,7548,4540,2267,8217,28186,0.244498911456035,0.488291532965045,-0.0411214261007534,0.549088457549725,-39.2168419760767
"W2-030",2207,3730,7493,3659,1680,8188,25132,0.275367056408971,0.593731599571016,0.00903369493679405,0.603032257266471,-10.0966664392115
"W2-031",2906,4252.5,7177,4263,2109.5,7863,25464,0.245542999400272,0.475430613660842,-0.0240205053089808,0.527356234779504,-27.7272378285275
"W2-032",2358,3976,7257,4002,1831,8084,25432,0.284525738264427,0.552824025146435,-0.00451807182605727,0.580477353300849,-15.8835516615512
"W2-033",3024,4479,7260,4403,2157,7933,25671,0.263407933259815,0.487480389809623,-0.0336945557995379,0.534553248236969,-31.3909102938713
"W2-034",2233,3579.5,7312.5,3529.5,1590,7995.5,23475,0.288263199852762,0.606548885749259,0.0166088784942557,0.613429641098186,-3.90174999822929
"W2-035",3575,5303,7338,5123,2600,8098,27982,0.237052872893519,0.423925059032632,-0.0423663059559703,0.492404112573951,-36.677538620146
"W2-036",4647,6077,7043,5958,3372,7811,27603,0.187886246651031,0.277648566362098,-0.0633971298171662,0.36684211954523,-44.6725947935584
"W2-037",4021.5,5388.5,7010.5,5229.5,2809.5,7808.5,27015.5,0.215273046489331,0.366217626475672,-0.0475165674226624,0.443109562221465,-38.6224587263129
"W2-038",5133,7780,6796,7421,3722,7370,33833,0.20272143953386,0.220618513215074,-0.207921096642361,0.397888673438186,-145.831546864172
"W2-039",3373,4753,7185,4706,2514,8047,26031,0.213735280548825,0.42831788343116,-0.0109910807024448,0.459005963837705,-19.073214120465
"W2-040",4501,5693,7533,5517.5,3091.5,8316.5,26501.5,0.195133859871642,0.344309083921823,-0.00270530042375016,0.380321300970974,-12.5528387646547
"W2-041",4154,5736,7508,5417,2774,8140,26977,0.23005583091371,0.374595378937792,-0.0182584165990784,0.425953371719301,-22.8618710131952
"W2-042",3284,4782,7016,4700,2302,7853,25120,0.256562448504532,0.451855646688085,-0.0113603146681065,0.487103697055616,-19.4425222220513
"W2-043",3005,4793,7294,4827,2353,8260,26112,0.259596541039001,0.477554040361741,0.00871211871949958,0.493462841143841,-7.59259293968806
"W2-044",3538,5111,7677,5120,2774,8568,27099,0.215088700390376,0.427356404734551,0.00479842586977658,0.452519883918348,-9.67076471536923
"W2-045",3574.5,4932.5,7026,5137,2773.5,8190.5,25820,0.211176938911846,0.395622624908308,-0.0118116636659619,0.425112634351973,-16.9974125819617
"W2-046",2036,3715,7651,3778.5,1625,8500.5,23995.5,0.303838305650545,0.616166787613083,0.0533625685560218,0.597843009067791,15.0612167500127
"W2-047",4725,6345,8581,5895,3198,9107,29036,0.19646516004525,0.360377242932623,0.00745622340324881,0.408702439964892,-7.03753327729504
"W2-048",3111,4722,8297,4488.5,2209,8869,25858,0.255636045526647,0.496406135884472,0.0432119467653071,0.495502519543509,12.6225151665453
"W2-049",3408,4786,8606,4656,2470,9037,25191,0.22531848775664,0.491804735041976,0.0727652576446247,0.495206017425152,29.6663872354571
"W2-050",3309,5588.5,8875,5300,2482.5,9565,28899,0.26455780228376,0.505349749438595,0.0413666238649553,0.522288088409802,12.9000303269367
"W2-051",9051,10999,9023,8712,5082,9329,41798,0.185107184472283,0.19323353661077,-0.165333980554952,0.379599480275163,-149.318608515273
"W2-052",4295,5952,7962.5,5675,2923,8653.5,32782,0.235371104101599,0.388495498559798,-0.08805574394475,0.506449618194035,-73.4810602325211
"W2-053",7196.5,9064.5,8680.5,7121.5,3693.5,8788.5,40793.5,0.215478512990323,0.266057754558695,-0.175516924987192,0.462397136665028,-160.23787809509
"W2-054",3521.5,5639.5,8082,5489,2643,8920,30498.5,0.270349779852789,0.461841385836908,-0.044633082403546,0.541978490043181,-43.5123506668175
"W2-055",4462.5,6262,7519.5,5534,2834.5,8136.5,30470.5,0.202546716194198,0.316759935513618,-0.105856113603716,0.468075981401789,-75.1318840242852
"W2-056",5047,6527,8155,6276,3457,8885,33064,0.206453045672195,0.321793930624894,-0.0907246560446891,0.444927347209071,-75.5596605502633
"W2-057",5121,6608.5,7837,6274,3498.5,8615,33549.5,0.194062823253729,0.303013773866012,-0.126972099235149,0.456975188964675,-95.5306108640833
"W2-058",2359,4309,8173,4315,1934,8942,29100,0.293479167919266,0.579244246632176,-0.0271624666337078,0.622027562313067,-33.3653194689902
"W2-059",1706,3651,8284,3616,1414,8957,27689,0.354158007741858,0.68715049847635,0.000341984392246043,0.69778978549059,-18.796324210715
"W2-060",3048,4866,7627.5,4629.5,2219.5,8241.5,28264.5,0.261520836811218,0.494927236613291,-0.0287239953038541,0.551462164294151,-33.2312054916654
"W2-061",2212,3957,8174,3964,1809,8945,26862,0.286438232669356,0.610774866060518,0.0193074988462177,0.625071762497234,-5.33792330959705
"W2-062",2320.5,4087,8207,4019,1892,8990,27698.5,0.269800292819218,0.589991492210822,0.00821379949122397,0.60810592529924,-12.9192682667279
"W2-063",2889,4537.5,8143.5,3952,1877.5,8658,26955.5,0.26700625349711,0.574814203725367,0.00406368033466779,0.610812821159441,-14.9961710264056
"W2-064",2437,4228,8020,4181,1857,8835,28243,0.29366010714919,0.584640385198298,-0.0240987702565502,0.623682014498787,-30.9781238240712
"W2-065",3043,4785,8544,4720,2333,9598,30148,0.257656156941726,0.529978157337189,-0.0232851007011644,0.576065733944878,-32.7501039394874
"W2-066",3218,5481,8241,5585,2679,9234,31406,0.267337886247187,0.474676142381767,-0.0486720176201767,0.538982644796704,-49.2660130458437
"W2-067",4848,6417,8254,6114,3569,9079.5,32551.5,0.177451101356475,0.342963546733003,-0.0673615273833898,0.438459765758792,-59.1929117293112
"W2-068",1863,3632.5,7736,3598.5,1469.5,8505.5,25566,0.3273853527396,0.653949376980753,0.013260718962351,0.658138336475467,-9.17543729559081
"W2-069",2893,4856,7754.5,4645.5,2200.5,8474.5,29489,0.248992222593364,0.453119014936345,-0.0605236312192771,0.547035857466811,-48.6396496626805
"W2-070",3536,5454.5,8451,5397,2735.5,9412.5,31743,0.231820616335896,0.475283806328852,-0.0383109377790887,0.535910047679222,-42.8461893558553
"W2-071",1775.5,3628,8233,3625,1450,9141.5,27327,0.343195604084457,0.676001850961152,0.0164057301468815,0.677251495163466,-8.83678974370878
"W2-072",5107,7162,8587.5,6805,3786.5,9443,35128.5,0.202510504566628,0.33459167079616,-0.085221119397226,0.444532808494865,-76.5206718997801
"W2-073",4543,6478,8099,6175,3305,8971,33626,0.219071230540737,0.372670511585712,-0.0909793377872205,0.484590244660041,-76.9791478965878
"W2-074",3869,5362,8293,5192,2859,9155,30034,0.21667749936894,0.431190391615927,-0.0246007550690916,0.508221410300675,-30.7840596790517
"W2-075",2562.5,4508.5,8656,4364,2062,9458.5,28815.5,0.271193684068212,0.579453388825192,0.0129902904677495,0.598992239946518,-9.34309686357723
"W2-076",2746,4494.5,8171,4411,2105,9038.5,28449.5,0.270434242009585,0.541683846701695,-0.00915458637088262,0.577598512946424,-21.2595208185916
"W2-077",3350,5606,8387,5518,2734,9321,31979,0.258102495528251,0.469990875720388,-0.0497695015334076,0.5333837707868,-50.1675672685672
"W2-078",2887,4665.5,8136.5,4568,2212,8952,28961,0.26624940124462,0.530767852370684,-0.0128316631027973,0.572043038606888,-23.8075841560365
"W2-079",3965,5825,8300,5609,2952,9143,31067,0.224522479308289,0.433753922573154,-0.0394775749050916,0.502604976148438,-41.1874454378986
"W2-080",3479,5166.5,8177,5026.5,2618.5,8925.5,29306.5,0.233087527119973,0.456829695384749,-0.0268982660795925,0.531826086342013,-31.3667572034831
"W2-081",2971,4682.5,8232,4689.5,2140.5,9185,29122,0.27148723361622,0.559390437755534,-0.00309066489941338,0.593549055647678,-17.2434965834678
"W2-082",4926,6213,7931,6012,3384,8674,30019,0.194943237222495,0.326260247107678,-0.0519998755080075,0.431241213243217,-42.9867883893407
"W2-083",2912,4947,8107,4900,2236,8987,29659,0.282678341559024,0.528117805922022,-0.0260293522251588,0.577060260296628,-33.7456839802938
"W2-084",4681.5,6373,8055,6154.5,3255,8904,31516.5,0.218858621416031,0.350591343680164,-0.0649414799177317,0.450127185642258,-54.1055500570857
"W2-085",3514,5068,7760,5048,2517,8622,28297,0.255239108229635,0.446897257645422,-0.0193074112935642,0.505672784842927,-24.116380738934
"W2-086",5316,7190,7735,6972,3702,8608,32638,0.219308641521556,0.295995660473187,-0.092334543312636,0.399972114753556,-73.6836527164624
"W2-087",3869,5243,7163,5260,2750,7996,27800,0.221537934376403,0.378789422538119,-0.0515266344268362,0.461950864138656,-41.020823454317
"W2-088",5108,6489.5,6910.5,6283.5,3821,7606,29209,0.169120275382279,0.228807062121348,-0.106398343298381,0.366813869144952,-73.2043377201181
"W2-089",5276,6907.5,7712,6725,3935.5,8783.5,30992.5,0.173232132914738,0.296255405648065,-0.0604475816652193,0.375309345703059,-52.5000665546094
"W2-090",5470,7275,7397,7042,4043,8202,29688,0.176946147905149,0.226342571739897,-0.0629124136065441,0.310385845794123,-47.8312065530432
"W2-091",4104,5847.5,7475.5,5633.5,3060,8431,27906.5,0.215961923029552,0.377545997458396,-0.0244816134773967,0.435290491914231,-27.807983105264
"W2-092",4251.5,5955.5,7599,5697,3271,8485.5,29262.5,0.19501337903622,0.364564670166295,-0.0360727275782037,0.421878835326463,-36.103873967429
"W2-093",4599,6060,7568,5895,3225,8507,28487,0.21769055003471,0.343076432094058,-0.0243478646815017,0.422506317183949,-25.8632382350439
"W2-094",2888,4408,7183,4492,2223,8245,25217,0.249237571687992,0.500793136281228,0.0181418337057722,0.505719372482619,-2.74882651763047
"W2-095",2389,4187,7701.5,4249.5,1899.5,8674.5,25624.5,0.288919978392939,0.580799865797896,0.0215422105687035,0.570296381263972,-2.16739433253129
"W2-096",5570,7876,8563,7912,4218,9726,36425,0.217533520005172,0.28616282360858,-0.0853811596311137,0.402819150179012,-75.1962535454043
"W2-097",4610,6124,8859,4901,2573,9345,27557,0.219698907580128,0.497807040793967,0.0550602467399376,0.507120896633642,19.145454652307
"W2-098",3144,5098,8607,4938,2374,9464,28593,0.266340800294566,0.525816726584365,0.0315414393190269,0.536182232001247,5.22013317977483
"W2-099",10997,14248,11115,12021,7121,11690,57464,0.194007902200173,0.143472352648041,-0.208545277962514,0.348112490235963,-233.725757673321
"W2-100",4525,6338,9367,5924,3147,10283,30669,0.216463792201151,0.439789395436593,0.0336677879626013,0.460880111001651,9.77356625620525
"W2-101",3877,5032,6418,4935.5,2631.5,7164.5,25706,0.210765165867934,0.319409785803341,-0.0835434677273611,0.436821938534574,-53.164733256131
"W2-102",2727,4135,6956,4106,2022,7571,24442,0.256517173860563,0.485758894846378,-0.0339004345030745,0.547788284960415,-29.8170281722921
"W2-103",3128,4448,6873,4275,2098,7403,24826.5,0.247783962952455,0.452333251953699,-0.0407059387225943,0.523339980848894,-32.471447559113
"W2-104",2530,4002,7145,3943,1858,7571,25545,0.281455330660678,0.523269338564306,-0.0246863408430514,0.585990934951792,-27.2627308864198
"W2-105",4382,5617,7210,5363,3135,7766,28051,0.173577747900199,0.323907081961097,-0.0706753056448224,0.429128708043732,-54.1728341980299
"W2-106",2039,3534,7446,3564,1567,8134,25198,0.300588301972883,0.594228490006827,-0.00916927972848817,0.618061412118873,-19.0944552541242
"W2-107",2610,3948,7040,3912,1980,7801,24291,0.244861818255662,0.515481306862884,-0.0132023754866639,0.55647200735586,-21.0152127452128
"W2-108",2268.5,3540,6756.5,3555.5,1681.5,7328,23004,0.263114321711507,0.559827435495768,-0.0148162639083058,0.595383612511825,-19.5844602126912
"W2-109",3030.5,4070,6532.5,4114,2213.5,7241,24221.5,0.220116552106505,0.4240744948307,-0.0454832290164202,0.507292834132468,-34.9969273392168
"W2-110",3704,4931,6862,4940,2655,7661,27043,0.208682651111264,0.357302227141648,-0.0721390704611309,0.454636972660727,-49.3765246632371
"W2-111",1781,3034,6572.5,3112.5,1483.5,7247,21283,0.264558674545113,0.598598669075594,0.0245400047400915,0.600210078655574,-1.38360876592792
"W2-112",1638.5,2726.5,6847,2780,1360,7468.5,20983,0.251838567974858,0.644360690176858,0.0448979961250538,0.622576975803926,7.36125053778575
"W2-113",1826,3450,7158.5,3497.5,1617,7870,24523.5,0.277757457903243,0.600380445553415,-0.0104784094934307,0.620628656195969,-20.4058386362991
"W2-114",2929,4434,7136.5,4365,2295,7985,25970,0.231272117218117,0.466396675156192,-0.0434315835983906,0.521205337431607,-37.0870317695372
"W2-115",1514.5,2895.5,6969,2961.5,1271,7695,22078,0.298199441734986,0.673152604615732,0.0304720173824645,0.660770696234083,-0.204838244292434
"W2-116",2809,3978,7118.5,3937.5,2096.5,7895.5,24312.5,0.218997299236422,0.4935395696233,-0.00574412875096137,0.524148297475819,-17.0792748720764
"W2-117",2162,3425,6891,3437,1630,7632,22900,0.258370554621894,0.58095015917513,0.00528106202205145,0.586005189497268,-10.6244167114963
"W2-118",2251,4033.5,7466.5,3940,1779,8132,26341.5,0.291903269024222,0.571251409881177,-0.0275551179908726,0.607739816163567,-32.2999287996969
"W2-119",2287,4143,7444,4029,1761,8082,26768,0.298251320412553,0.568079391080109,-0.0315379509123495,0.622669660188244,-32.7799143583104
"W2-120",2072,3432,7211,3413,1658,7806,23459,0.247317210993074,0.584937489330203,0.0169429387982049,0.58600681572172,-6.13334873665644
"W2-121",2304,3846,7284,3781,1731,7982,24426,0.274687269528979,0.567127465293484,0.00702150440402804,0.587051928758647,-10.5328740665612
"W2-122",2874,4059,6890,3981.5,2031,7478.5,23880.5,0.240500640761018,0.476341291098374,-0.0300797422623195,0.535937067315599,-25.7644802750559
"W2-123",3803,5140,6835,5001,2726,7590,26953,0.209685466879104,0.363809355921101,-0.0717122715236505,0.455192788709705,-49.5145742415857
"W2-124",2218.5,3628,6834.5,3643,1743,7430,23311,0.268758393227365,0.55543204536891,0.00566131645415691,0.585246101189573,-10.5304202600922
"W2-125",3421.5,4987,7055.5,4758,2512,7701,26192,0.223499519424033,0.42913569883839,-0.0431223537937975,0.493491728526328,-36.0133864345837
"W2-126",1652,3131.5,6859.5,3168,1397.5,7614,21812.5,0.300251567390711,0.636281920687297,0.0431228444794223,0.616091142180845,7.39059135609349
"W2-127",1652,3224,7248.5,3304.5,1397.5,8018.5,22990.5,0.312811702346657,0.651879570278908,0.0314999327931681,0.635714631134251,1.62230282991948
"W2-128",3149,4114,7405,4099,2300.5,8073,23813,0.20383031217796,0.478791144993509,0.0332014718953563,0.501068293346595,4.77613126701191
"W2-129",1965,3095,6581.5,3113.5,1511.5,7253,20667,0.258284576092,0.598623504161046,0.0485145570598704,0.58154176767289,10.1473387121949
"W2-130",2651,3985,6553,3915,1941,7167,23027,0.246033227578955,0.499374817552673,-0.0137070134351212,0.523781958929552,-18.6576095731729
"W2-131",1870,3172,6750,3141,1407,7334,21978,0.277422063213695,0.621305742555633,0.0150624938746529,0.617450814245045,-6.49058703099892
"W2-132",2514,4058,7147,4022.5,1927.5,7757.5,25149.5,0.26110786688621,0.52791834063108,-0.0157039666316736,0.575774218335534,-22.7264879139737
"W2-133",3352,4507.5,6895.5,4345,2275.5,7543.5,24684,0.219539879577122,0.42393406175057,-0.0278269350443512,0.483987951533887,-25.11731725083
"W2-134",2159,3544,6869,3491,1632,7472,22882,0.269976244179344,0.57483415456644,0.00967876014540827,0.592348517073586,-9.08754140963746
"W2-135",3343,4881,6855,4680,2361,7359,25542,0.239372612716429,0.421799708639946,-0.0476184239661246,0.485807606940446,-36.7906165409409
"W2-136",2445,3754,6840,3791,1815,7554,23427,0.258547795971447,0.532452365510124,0.00239176013893603,0.550809419364225,-11.9688724502873
"W2-137",2379,3877,7151,3882,1754,7857,23796,0.276865669560821,0.552412963110082,0.0134037042445237,0.555956937687698,-5.76703579290493
"W2-138",2024,3350,7085,3327,1498,7774,22509,0.289539097939597,0.616720225130796,0.02463115178848,0.60885776602014,-1.79264069223373
"W2-139",3286,4278,6580,4143,2160,7320,23558,0.218994823074113,0.452401603232929,-0.0202204668217015,0.485950424048217,-22.0824759357705
"W2-140",2253.5,3610,6705.5,3595,1671,7235.5,22741.5,0.273224150684439,0.548992230297468,0.00113399747267736,0.568531190946729,-9.85536837595154
"W2-141",2660,4296,6827,4268.5,2058,7554,24466,0.249276247072652,0.495740760722,-0.0185469737204879,0.520216686053196,-22.7339158229857
"W2-142",4390,5728,6813,5565,3208,7496,25722,0.182163208810231,0.284895716634542,-0.0439240212273893,0.344111431091015,-33.2643721868798
"W2-143",1994,3381,7556,3462,1485,8285,24102,0.309432270553129,0.639547784772938,0.0363448029861404,0.623465641570801,4.00823862347393
"W2-144",4740,5852,7176,5628,3226,7880,26971,0.185475164789212,0.30078544643903,-0.0349100734338944,0.353290953822556,-29.5419326102732
"W2-145",3774,5140,7462,4987,2698,8038,26197,0.214177510194076,0.408801262357549,-0.0138707243103193,0.44940049523164,-19.7150792750895
"W2-146",2425,4071,7467,3943,1811,8047,24719,0.278163390966467,0.567282513790135,0.0262421888736871,0.566138555099084,0.0990547269921187
"W2-147",2729,4096,7305,4070,2012,7723,23638,0.247355634992808,0.516463854394938,0.0373181418695954,0.520680833373036,7.19856259754954
"W2-148",4054,5660,7874,5464,2933,8559,27699,0.204200219642888,0.360325388359293,-0.0131758186548471,0.408829248285892,-19.7842162685163
"W2-149",10716,14003,10121,9994,5638,9638,44771,0.20214704847246,0.175279668411237,-0.177045422514399,0.366657088276033,-167.21525580046
"W2-150",5167,6554,8302.5,5877.5,3415.5,8583.5,29031,0.176805559399505,0.318439969409376,-0.014874107159464,0.393970860814487,-21.4507272756014
"W2-151",3422,4708,7144,4684,2501,7961,25596,0.225384430271165,0.413403942044046,-0.0292277256778866,0.492184404807298,-27.4255801305465
"W2-152",4851.5,6270,7145.5,5659,2995.5,7641,29985.5,0.22149546805355,0.276874386027675,-0.102783682609125,0.463665287472367,-72.2062637555375
"W2-153",3967.5,5560,7305,5312,2862.5,7968.5,28346,0.220614174117263,0.368250451067608,-0.0607524888061837,0.474614092569078,-48.0765947544301
"W2-154",2735.5,4203,7189,4174,2088,7900,25472.5,0.240159047978938,0.497001351105833,-0.0120419593728522,0.53431434207116,-20.2820554736559
"W2-155",3236,4783,7260,4736,2463,7985,27296,0.239205633679734,0.441410522573828,-0.0501319006511619,0.51160596741114,-41.5494581103403
"W2-156",1773,3203,7326,3269,1453.5,8106.5,23671,0.294497223800375,0.642580329945722,0.0335935132759138,0.639653503864937,1.55284418665762
